ProductID,Date,Zip,Units,Revenue,Country
551,4/11/2003,12627,1,922.16,Germany
635,6/3/2002,12627,2,1716.23,Germany
770,2/15/1999,12629,1,257.20,Germany
1957,3/15/1999,12629,1,153.77,Germany
1916,5/31/2002,12629,1,286.07,Germany
770,5/31/2002,12629,1,262.45,Germany
609,1/15/1999,12629,1,778.84,Germany
396,2/15/1999,12629,1,857.06,Germany
676,6/4/2002,12629,1,837.38,Germany
491,2/15/1999,12629,1,815.33,Germany
606,2/15/1999,12629,1,314.74,Germany
609,2/15/1999,12629,1,778.84,Germany
952,6/11/2003,12629,1,262.45,Germany
676,2/15/1999,40723,1,801.94,Germany
676,2/15/1999,40883,1,801.94,Germany
758,2/15/1999,12681,1,83.95,Germany
2252,6/3/2002,12681,1,136.45,Germany
631,1/15/1999,12681,1,346.24,Germany
2252,5/31/2002,12681,1,136.45,Germany
681,3/15/1999,12681,1,629.74,Germany
757,2/15/1999,12681,1,83.95,Germany
2253,6/3/2002,12681,1,136.45,Germany
645,2/15/1999,12681,2,1493.10,Germany
769,2/15/1999,41239,1,257.20,Germany
770,2/15/1999,41239,1,257.20,Germany
797,2/15/1999,41352,1,301.82,Germany
1230,5/31/2002,42799,1,524.95,Germany
2400,5/31/2002,12687,1,94.45,Germany
1915,5/31/2002,47804,1,467.20,Germany
687,2/15/1999,47804,1,445.99,Germany
400,2/15/1999,47804,1,683.81,Germany
676,2/15/1999,47804,1,801.94,Germany
2400,5/31/2002,47804,1,94.45,Germany
396,5/31/2002,47804,1,892.24,Germany
1000,5/31/2002,47804,1,89.20,Germany
2331,3/15/1999,47804,1,535.45,Germany
604,2/15/1999,47804,1,461.74,Germany
2410,3/15/1999,12689,1,99.70,Germany
2252,5/31/2002,46485,1,136.45,Germany
989,3/15/1999,46485,1,467.20,Germany
609,3/15/1999,46485,1,778.84,Germany
631,1/15/1999,46485,1,346.24,Germany
596,6/7/2002,46485,1,776.74,Germany
597,2/15/1999,46485,1,892.24,Germany
2352,2/15/1999,46485,1,367.45,Germany
663,2/15/1999,46485,1,765.45,Germany
559,2/15/1999,13051,1,585.64,Germany
2262,5/31/2002,45359,1,299.20,Germany
683,2/15/1999,45359,1,788.03,Germany
1009,4/12/2003,45359,1,99.70,Germany
2263,5/31/2002,45359,1,299.20,Germany
2277,5/31/2002,45359,3,929.09,Germany
676,1/15/1999,45359,1,801.94,Germany
475,2/15/1999,45359,1,970.20,Germany
488,2/15/1999,45359,1,970.20,Germany
761,6/11/2003,45359,1,173.20,Germany
2280,5/31/2002,50767,1,170.57,Germany
606,2/15/1999,50767,1,314.74,Germany
609,2/15/1999,50767,1,778.84,Germany
676,2/15/1999,50767,1,801.94,Germany
2396,5/31/2002,50767,1,89.20,Germany
2047,3/15/1999,50767,1,377.95,Germany
2373,5/31/2002,50767,1,556.45,Germany
910,5/31/2002,50767,1,430.45,Germany
2359,5/31/2002,50767,1,430.45,Germany
609,3/15/1999,50767,1,778.84,Germany
2396,6/7/2002,50767,1,89.20,Germany
2235,5/31/2002,13059,1,70.82,Germany
2255,5/31/2002,13059,1,60.32,Germany
663,2/15/1999,47051,1,765.45,Germany
609,4/11/2003,47051,1,850.24,Germany
2352,3/15/1999,47051,1,388.45,Germany
488,3/15/1999,47051,1,970.20,Germany
1000,6/10/2003,47051,1,89.20,Germany
676,2/15/1999,52159,1,801.94,Germany
769,2/15/1999,52159,1,257.20,Germany
2064,3/15/1999,52159,1,488.20,Germany
396,1/15/1999,52159,1,857.06,Germany
826,5/31/2002,52159,1,944.95,Germany
981,6/7/2002,52159,1,157.45,Germany
2332,6/7/2002,52159,1,367.45,Germany
940,6/8/2002,52159,1,687.70,Germany
2282,1/15/1999,52159,1,304.45,Germany
609,2/15/1999,52159,1,778.84,Germany
551,4/10/2003,52159,1,922.16,Germany
1131,6/4/2002,52159,1,430.45,Germany
599,2/15/1999,52159,1,753.64,Germany
631,2/15/1999,52159,2,692.48,Germany
1990,2/15/1999,52159,1,257.20,Germany
770,2/15/1999,52159,1,257.20,Germany
2277,2/15/1999,52159,1,251.95,Germany
740,6/7/2002,13089,1,173.20,Germany
739,6/7/2002,13089,1,173.20,Germany
1065,6/3/2002,13089,1,304.45,Germany
1066,6/3/2002,13089,1,304.45,Germany
1086,6/4/2002,13089,1,84.00,Germany
1085,6/4/2002,13089,1,84.00,Germany
767,2/15/1999,46145,1,104.95,Germany
1045,3/15/1999,46145,1,207.32,Germany
768,2/15/1999,46145,1,104.95,Germany
826,4/11/2003,13129,1,918.70,Germany
676,1/15/1999,13129,1,801.94,Germany
1065,1/15/1999,13129,1,296.57,Germany
464,6/3/2002,13129,1,866.25,Germany
797,2/15/1999,46537,1,301.82,Germany
550,6/3/2002,46537,1,429.19,Germany
604,6/3/2002,46537,1,480.64,Germany
475,3/15/1999,46537,3,2910.60,Germany
1017,5/31/2002,46537,1,262.45,Germany
906,6/7/2002,46537,1,419.95,Germany
475,2/15/1999,46537,3,2910.60,Germany
687,2/15/1999,46537,1,445.99,Germany
443,2/15/1999,46537,1,790.91,Germany
604,2/15/1999,46537,1,461.74,Germany
663,2/15/1999,46537,1,765.45,Germany
989,2/15/1999,47877,1,451.45,Germany
1008,3/15/1999,47877,1,236.20,Germany
1008,2/15/1999,46483,1,236.20,Germany
599,2/15/1999,46483,3,2260.91,Germany
1949,2/15/1999,46483,2,593.15,Germany
676,3/15/1999,46483,1,801.94,Germany
2064,4/11/2003,46483,1,496.07,Germany
1202,6/3/2002,46483,1,619.45,Germany
604,4/14/2003,13159,1,494.81,Germany
2234,5/31/2002,13159,2,141.65,Germany
400,3/15/1999,13159,1,683.81,Germany
2352,6/7/2002,13159,1,367.45,Germany
396,2/15/1999,13159,1,857.06,Germany
550,2/15/1999,13159,1,403.99,Germany
609,2/15/1999,13159,1,778.84,Germany
1157,2/15/1999,47443,1,377.95,Germany
400,1/15/1999,47443,1,683.81,Germany
499,3/15/1999,47443,1,846.30,Germany
631,1/15/1999,47443,1,346.24,Germany
2083,2/15/1999,50999,1,309.70,Germany
475,2/15/1999,50999,1,970.20,Germany
910,3/15/1999,50999,2,829.40,Germany
1909,3/15/1999,50999,1,199.45,Germany
491,3/15/1999,50999,1,815.33,Germany
785,4/10/2003,50999,1,57.70,Germany
786,4/10/2003,50999,1,57.70,Germany
910,5/31/2002,50999,1,430.45,Germany
2400,6/3/2002,50999,1,94.45,Germany
609,2/15/1999,50999,1,778.84,Germany
2295,5/31/2002,13189,1,887.20,Germany
604,3/15/1999,13189,1,461.74,Germany
2255,2/15/1999,45468,1,57.70,Germany
2254,2/15/1999,45468,1,57.70,Germany
499,2/15/1999,45468,1,846.30,Germany
604,2/15/1999,13347,1,461.74,Germany
2410,2/15/1999,13347,1,99.70,Germany
512,6/1/2002,13347,1,230.74,Germany
1065,1/15/1999,13347,1,296.57,Germany
910,5/31/2002,13347,1,430.45,Germany
475,3/15/1999,13347,1,970.20,Germany
1895,6/8/2002,13347,1,755.95,Germany
1066,1/15/1999,13347,1,296.57,Germany
609,2/15/1999,13347,1,778.84,Germany
676,2/15/1999,13347,1,801.94,Germany
433,2/15/1999,46499,1,804.30,Germany
499,2/15/1999,13353,3,2538.90,Germany
609,2/15/1999,13353,1,778.84,Germany
604,6/3/2002,13353,1,480.64,Germany
499,6/7/2002,13353,1,883.05,Germany
475,6/10/2002,13353,1,1007.21,Germany
443,2/15/1999,13353,1,790.91,Germany
475,2/15/1999,13353,1,970.20,Germany
475,6/4/2002,13353,1,1007.21,Germany
491,2/15/1999,13353,1,815.33,Germany
599,2/15/1999,13353,2,1507.28,Germany
499,2/15/1999,46117,1,846.30,Germany
826,4/12/2003,46117,1,929.20,Germany
2332,4/13/2003,46117,2,839.90,Germany
2396,4/13/2003,46117,1,89.20,Germany
676,1/15/1999,46117,1,801.94,Germany
551,4/11/2003,46117,1,922.16,Germany
2064,6/3/2002,46117,1,496.07,Germany
599,2/15/1999,46117,1,753.64,Germany
550,2/15/1999,47055,1,403.99,Germany
491,1/15/1999,47055,1,815.33,Germany
443,3/15/1999,47055,1,790.91,Germany
443,2/15/1999,13357,1,790.91,Germany
730,3/15/1999,13357,1,299.20,Germany
2396,5/31/2002,13357,3,267.59,Germany
2235,5/31/2002,13357,1,70.82,Germany
2074,3/15/1999,13357,1,328.07,Germany
729,3/15/1999,13357,1,299.20,Germany
2250,6/7/2002,13357,1,125.95,Germany
573,2/15/1999,47551,1,280.61,Germany
863,3/15/1999,47551,1,304.45,Germany
964,1/15/1999,47551,1,356.95,Germany
2353,5/31/2002,13359,1,414.70,Germany
2359,5/31/2002,13359,1,430.45,Germany
676,6/8/2002,13359,1,837.38,Germany
580,2/15/1999,47239,1,734.74,Germany
475,2/15/1999,47239,1,970.20,Germany
838,3/15/1999,47239,2,1868.90,Germany
2396,4/13/2003,47239,1,89.20,Germany
797,3/15/1999,47239,1,301.82,Germany
396,3/15/1999,47239,2,1714.13,Germany
635,6/4/2002,47239,1,860.74,Germany
499,2/15/1999,47239,1,846.30,Germany
599,2/15/1999,50169,1,753.64,Germany
631,2/15/1999,50169,2,692.48,Germany
297,3/15/1999,50169,1,708.49,Germany
596,3/15/1999,50169,1,746.55,Germany
2400,5/31/2002,50169,1,94.45,Germany
1014,3/15/1999,50169,1,86.57,Germany
676,3/15/1999,50169,1,801.94,Germany
485,6/10/2002,50169,1,851.55,Germany
488,6/10/2002,50169,1,1007.21,Germany
400,6/10/2002,50169,1,734.74,Germany
1132,3/15/1999,50169,1,629.95,Germany
396,1/15/1999,50169,1,857.06,Germany
573,1/15/1999,50169,1,280.61,Germany
320,2/15/1999,50169,1,1364.74,Germany
1182,6/3/2002,50169,1,157.45,Germany
475,2/15/1999,50169,1,970.20,Germany
1894,2/15/1999,50169,1,682.24,Germany
580,2/15/1999,50169,1,734.74,Germany
609,2/15/1999,50169,1,778.84,Germany
676,2/15/1999,46047,1,801.94,Germany
833,2/15/1999,46047,1,787.45,Germany
609,2/15/1999,46047,1,778.84,Germany
2219,4/11/2003,46047,1,141.70,Germany
1000,4/11/2003,46047,1,89.20,Germany
1836,6/7/2002,46047,1,146.95,Germany
2407,1/15/1999,46047,1,73.45,Germany
604,2/15/1999,46047,1,461.74,Germany
2218,4/11/2003,46047,1,141.70,Germany
663,2/15/1999,46047,1,765.45,Germany
437,6/11/2003,46047,1,803.78,Germany
596,6/11/2003,46047,1,797.21,Germany
676,2/15/1999,51429,1,801.94,Germany
631,2/15/1999,13465,1,346.24,Germany
833,3/15/1999,13467,1,792.70,Germany
163,4/11/2003,13467,1,524.48,Germany
1191,6/4/2002,13467,1,267.70,Germany
1229,2/15/1999,47665,1,236.20,Germany
976,5/31/2002,47665,1,314.95,Germany
2277,2/15/1999,47506,1,251.95,Germany
550,6/1/2002,47506,1,429.19,Germany
1185,3/15/1999,47506,1,419.95,Germany
645,3/15/1999,47506,1,746.55,Germany
728,1/15/1999,47506,2,125.90,Germany
757,1/15/1999,47506,2,167.90,Germany
573,1/15/1999,47506,1,280.61,Germany
914,4/11/2003,47506,1,577.45,Germany
163,6/4/2002,47506,1,524.48,Germany
910,6/12/2002,47506,1,430.45,Germany
2407,2/15/1999,47509,1,73.45,Germany
609,2/15/1999,13509,1,778.84,Germany
922,3/15/1999,13509,1,472.45,Germany
2071,4/11/2003,13509,1,346.45,Germany
1053,3/15/1999,13509,1,251.95,Germany
1203,3/15/1999,13509,1,314.95,Germany
604,2/15/1999,13509,1,461.74,Germany
396,2/15/1999,51709,1,857.06,Germany
1777,4/11/2003,51709,1,603.23,Germany
2375,4/11/2003,51709,1,698.20,Germany
415,2/15/1999,47829,1,482.74,Germany
443,2/15/1999,45357,1,790.91,Germany
1751,6/1/2002,45357,1,682.45,Germany
514,6/3/2002,45357,1,472.24,Germany
2275,4/11/2003,45357,1,330.70,Germany
433,1/15/1999,45357,1,804.30,Germany
671,6/10/2002,45357,1,892.24,Germany
838,3/15/1999,45357,1,913.45,Germany
647,6/3/2002,45357,1,900.64,Germany
